time_measured,temperature,relative_humidity,ambient_light,barometric_pressure,sound_noise,eTVOC,eCO2,discomfort_index,heat_stroke,vibration_information,si_value,pga,seismic_intensity,temperature_flag,relative_humidity_flag,ambient_light_flag,barometric_pressure_flag,sound_noise_flag,etvoc_flag,eco2_flag,discomfort_index_flag,heat_stroke_flag,si_value_flag,pga_flag,seismic_intensity_flag
1710147182,20.57,42.41,146,994.584,78.31,80,927,65.53,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147183,20.56,42.43,144,994.585,77.46,83,945,65.52,16.63,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147184,20.54,42.49,146,994.589,78.2,83,945,65.5,16.62,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147185,20.52,42.56,146,994.587,77.89,80,927,65.48,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147186,20.5,42.62,146,994.586,78.01,83,945,65.46,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147187,20.5,42.65,141,994.585,78.26,80,927,65.46,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147188,20.52,42.62,146,994.586,77.78,83,945,65.48,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147190,20.55,42.57,148,994.583,76.73,83,945,65.51,16.62,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147191,20.55,42.59,148,994.584,78.54,83,945,65.51,16.62,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147192,20.53,42.63,144,994.582,76.73,85,961,65.49,16.61,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147193,20.52,42.67,139,994.58,77.16,85,961,65.48,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147194,20.51,42.73,146,994.579,78.35,90,995,65.47,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147195,20.51,42.72,146,994.577,76.95,90,995,65.47,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147196,20.56,42.68,146,994.578,78.37,90,995,65.53,16.63,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147197,20.57,42.65,146,994.574,77.66,92,1009,65.54,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147198,20.63,42.63,148,994.574,77.28,99,1050,65.62,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147199,20.62,42.64,148,994.574,78.15,99,1050,65.6,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147201,20.63,42.63,148,994.571,78.36,101,1065,65.62,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147202,20.61,42.63,139,994.572,77.55,104,1086,65.59,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147203,20.6,42.63,139,994.573,77.82,101,1065,65.58,16.66,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147204,20.62,42.66,144,994.572,78.2,99,1050,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147205,20.61,42.7,146,994.569,78.4,95,1029,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147206,20.62,42.68,146,994.564,77.89,101,1065,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147207,20.61,42.7,148,994.565,77.82,95,1029,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147208,20.61,42.67,146,994.565,77.95,99,1050,65.59,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147209,20.59,42.71,148,994.568,79.32,90,995,65.57,16.65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147210,20.59,42.7,148,994.567,78.82,87,975,65.57,16.65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147212,20.59,42.72,148,994.567,77.74,90,995,65.57,16.65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147213,20.61,42.7,146,994.572,77.89,90,995,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147214,20.6,42.68,144,994.57,78.23,87,975,65.58,16.66,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147215,20.61,42.65,146,994.572,79.83,85,961,65.59,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147216,20.59,42.66,141,994.573,80.88,85,961,65.57,16.65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147217,20.58,42.65,146,994.572,81.26,87,975,65.56,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147218,20.6,42.62,148,994.569,80.83,85,961,65.58,16.66,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147219,20.65,42.54,146,994.57,81.13,87,975,65.63,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147220,20.65,42.56,146,994.573,81.91,90,995,65.64,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147222,20.64,42.6,144,994.572,81.25,90,995,65.63,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147223,20.64,42.65,146,994.571,81.91,90,995,65.63,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147224,20.63,42.68,144,994.571,81.83,90,995,65.62,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147225,20.65,42.63,146,994.571,82.28,85,961,65.64,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147226,20.68,42.57,146,994.568,82.56,87,975,65.67,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147227,20.67,42.53,144,994.568,82.38,85,961,65.66,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147228,20.68,42.51,146,994.569,80.45,85,961,65.67,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147229,20.7,42.49,146,994.567,80.58,87,975,65.69,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147230,20.68,42.5,144,994.563,82.15,87,975,65.67,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147231,20.7,42.47,146,994.562,82.33,85,961,65.69,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147233,20.69,42.45,146,994.561,81.09,85,961,65.68,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147234,20.71,42.44,144,994.558,81.07,83,945,65.7,16.75,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147235,20.7,42.46,146,994.558,80.2,80,927,65.69,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147236,20.68,42.45,141,994.555,81.61,80,927,65.67,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147237,20.67,42.48,146,994.548,79.36,80,927,65.66,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147238,20.65,42.48,137,994.547,78.11,77,909,65.63,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147239,20.66,42.42,137,994.548,77.9,77,909,65.64,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147240,20.68,42.39,146,994.547,82.33,77,909,65.66,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147241,20.7,42.35,146,994.541,81.12,80,927,65.68,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147242,20.7,42.37,148,994.536,80.21,80,927,65.69,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147244,20.7,42.38,146,994.536,77.39,85,961,65.69,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147245,20.71,42.41,146,994.536,78.04,80,927,65.7,16.75,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147246,20.71,42.42,146,994.531,78.58,83,945,65.7,16.75,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147247,20.7,42.47,146,994.528,77.58,83,945,65.69,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147248,20.67,42.52,146,994.529,77.5,83,945,65.66,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147249,20.68,42.5,146,994.531,77.88,83,945,65.67,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147250,20.66,42.55,144,994.528,81.64,85,961,65.65,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147251,20.66,42.58,146,994.525,81.88,87,975,65.65,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147252,20.64,42.62,146,994.523,82.41,87,975,65.63,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147254,20.66,42.63,150,994.518,77.77,87,975,65.65,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147255,20.65,42.65,150,994.516,79.59,90,995,65.64,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147256,20.67,42.63,148,994.516,81.06,90,995,65.67,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147257,20.67,42.64,148,994.516,82.1,90,995,65.67,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147258,20.67,42.61,148,994.51,81.53,87,975,65.66,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147259,20.66,42.63,150,994.512,82.23,85,961,65.65,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147260,20.66,42.63,150,994.516,80.83,85,961,65.65,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147261,20.66,42.64,148,994.512,81.46,85,961,65.65,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147262,20.6,42.78,148,994.511,80.79,85,961,65.59,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147263,20.59,42.82,148,994.513,81.62,83,945,65.58,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147265,20.57,42.81,150,994.513,82.15,83,945,65.55,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147266,20.59,42.79,148,994.508,82.39,80,930,65.58,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147267,20.6,42.75,148,994.51,81.83,78,915,65.59,16.66,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147268,20.58,42.76,148,994.51,82.32,77,909,65.56,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147269,20.58,42.77,148,994.506,81.36,80,927,65.56,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147270,20.56,42.76,148,994.508,79.08,77,909,65.54,16.63,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147271,20.57,42.75,150,994.506,78.63,77,909,65.55,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147272,20.56,42.73,148,994.508,78.57,77,909,65.54,16.63,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147273,20.58,42.73,148,994.496,87.37,77,909,65.56,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147274,20.58,42.75,148,994.493,84.69,76,900,65.56,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147276,20.59,42.77,148,994.491,82.05,76,900,65.58,16.65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147277,20.6,42.78,150,994.49,81.86,77,909,65.59,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147278,20.61,42.78,148,994.487,83.08,76,900,65.6,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147279,20.59,42.79,150,994.486,81.98,76,900,65.58,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147280,20.58,42.79,150,994.485,82.88,77,909,65.56,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147281,20.57,42.79,150,994.483,80.63,77,909,65.55,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147282,20.57,42.76,148,994.485,78.18,77,909,65.55,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147283,20.57,42.75,150,994.482,80.83,77,909,65.55,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147284,20.56,42.75,148,994.483,82.13,80,927,65.54,16.63,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147286,20.57,42.75,148,994.485,82.5,80,927,65.55,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147287,20.57,42.76,150,994.485,83.01,83,945,65.55,16.64,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147288,20.59,42.75,148,994.482,83.88,83,945,65.57,16.65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147289,20.61,42.69,148,994.478,77.98,85,961,65.59,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147290,20.61,42.69,148,994.479,78.77,85,961,65.59,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147291,20.62,42.67,148,994.477,80.39,87,975,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147292,20.62,42.68,148,994.472,83.83,80,927,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147293,20.63,42.7,148,994.467,81.91,80,927,65.62,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147294,20.63,42.73,148,994.471,83.42,80,927,65.62,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147295,20.62,42.77,148,994.47,81.9,77,909,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147297,20.61,42.77,150,994.468,82.86,77,909,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147298,20.62,42.75,150,994.468,82.19,76,900,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147299,20.61,42.76,150,994.465,81.63,74,889,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147300,20.62,42.73,148,994.466,82.15,76,900,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147301,20.61,42.74,148,994.465,82.04,76,900,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147302,20.61,42.71,146,994.461,77.29,77,909,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147303,20.62,42.71,148,994.462,77.3,77,909,65.61,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147304,20.61,42.69,148,994.461,77.69,77,909,65.59,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147305,20.61,42.75,141,994.46,77.03,83,945,65.6,16.67,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147306,20.6,42.77,148,994.462,77.88,83,945,65.59,16.66,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147308,20.6,42.79,146,994.461,78.78,85,961,65.59,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147309,20.59,42.8,148,994.459,76.83,85,961,65.58,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147310,20.6,42.81,146,994.455,78.62,90,995,65.59,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147311,20.61,42.8,150,994.458,78.54,85,961,65.6,16.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147312,20.62,42.78,150,994.46,76.7,88,981,65.61,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147313,20.64,42.76,150,994.483,76.76,88,981,65.64,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147314,20.63,42.76,148,994.47,78.03,90,995,65.62,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147315,20.63,42.83,148,994.453,96.99,92,1009,65.63,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147316,20.63,42.81,150,994.444,77.51,92,1009,65.63,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147318,20.63,42.85,148,994.453,77.94,90,995,65.63,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147319,20.65,42.81,150,994.456,77.06,92,1009,65.65,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147320,20.64,42.84,150,994.456,77.58,92,1009,65.64,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147321,20.62,42.9,150,994.46,77.18,92,1009,65.62,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147322,20.62,42.92,150,994.461,78.85,92,1009,65.62,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147323,20.6,42.94,150,994.457,77.68,92,1009,65.6,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147324,20.59,42.97,150,994.456,78.48,92,1009,65.59,16.68,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147325,20.6,42.94,150,994.451,77.23,92,1009,65.6,16.69,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147326,20.62,42.92,148,994.441,77.26,96,1035,65.62,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147327,20.64,42.9,150,994.44,77.54,92,1009,65.64,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147329,20.64,42.92,150,994.434,79.32,92,1009,65.65,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147330,20.65,42.93,150,994.431,78.26,90,995,65.66,16.73,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147331,20.66,42.92,150,994.43,76.43,88,981,65.67,16.74,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147332,20.63,42.97,150,994.423,79.13,90,995,65.64,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147333,20.62,42.97,148,994.423,77.75,90,995,65.62,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147334,20.62,42.99,150,994.421,76.67,90,995,65.63,16.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147335,20.59,43.06,139,994.424,78.58,92,1009,65.59,16.77,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147336,20.62,43.04,135,994.425,77.86,92,1009,65.63,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147337,20.63,43.02,148,994.42,77.49,96,1035,65.64,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147338,20.64,43.0,150,994.419,76.05,99,1050,65.65,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147340,20.64,42.99,150,994.419,77.85,102,1071,65.65,16.72,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147341,20.61,43.04,148,994.418,77.87,102,1071,65.62,16.78,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147342,20.63,43.03,150,994.417,78.22,104,1086,65.64,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147343,20.65,43.02,150,994.417,77.45,107,1105,65.66,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147344,20.63,43.08,150,994.417,77.98,107,1105,65.64,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147345,20.65,43.06,150,994.418,77.7,113,1147,65.67,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147346,20.64,43.09,150,994.421,77.14,111,1131,65.66,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147347,20.68,43.03,150,994.421,78.59,111,1131,65.7,16.83,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147348,20.68,43.03,150,994.423,76.24,113,1147,65.7,16.83,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147350,20.7,43.01,150,994.421,77.39,111,1131,65.73,16.85,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147351,20.7,43.02,150,994.418,77.9,111,1131,65.73,16.85,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147352,20.68,43.07,150,994.417,77.77,111,1131,65.7,16.83,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147353,20.69,43.06,150,994.415,78.88,107,1105,65.72,16.84,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147354,20.71,43.03,150,994.416,77.8,107,1105,65.74,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147355,20.72,42.99,150,994.414,78.44,104,1086,65.75,16.78,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147356,20.74,42.93,148,994.414,78.42,102,1071,65.77,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147357,20.76,42.88,148,994.414,78.08,102,1071,65.79,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147358,20.75,42.86,148,994.416,78.1,87,975,65.78,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147359,20.74,42.88,144,994.413,77.87,84,956,65.77,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147361,20.74,42.9,148,994.412,76.6,84,956,65.77,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147362,20.72,42.95,148,994.408,78.05,96,1035,65.75,16.78,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147363,20.75,42.86,150,994.41,77.47,96,1035,65.78,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147364,20.76,42.82,148,994.411,86.41,92,1009,65.79,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147365,20.76,42.8,150,994.412,76.81,79,923,65.79,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147366,20.78,42.76,148,994.414,77.31,79,923,65.81,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147367,20.76,42.8,150,994.417,78.09,77,909,65.79,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147368,20.75,42.79,150,994.416,77.91,77,909,65.77,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147369,20.73,42.78,150,994.418,77.75,74,891,65.75,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147370,20.73,42.78,150,994.417,77.1,87,975,65.75,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147372,20.76,42.77,150,994.419,77.93,85,961,65.78,16.79,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147373,20.77,42.76,150,994.419,77.22,87,975,65.8,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147374,20.76,42.79,150,994.423,77.49,70,865,65.79,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147375,20.77,42.75,150,994.427,77.52,73,880,65.8,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147376,20.78,42.69,150,994.426,78.6,70,865,65.8,16.81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147377,20.77,42.71,150,994.426,76.98,70,865,65.79,16.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147378,20.8,42.66,150,994.428,77.72,68,848,65.83,16.82,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147379,20.81,42.65,150,994.426,76.73,65,832,65.84,16.83,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147380,20.82,42.61,148,994.423,78.16,68,848,65.85,16.84,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147382,20.84,42.61,150,994.423,78.05,68,848,65.87,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147383,20.83,42.6,150,994.419,78.38,65,832,65.86,16.85,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147384,20.86,42.58,150,994.417,77.76,65,832,65.9,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147385,20.87,42.55,150,994.416,78.63,65,832,65.91,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147386,20.86,42.53,150,994.415,78.46,65,832,65.89,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147387,20.86,42.51,150,994.412,76.75,68,848,65.89,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147388,20.85,42.54,150,994.411,78.54,68,848,65.88,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
